city,region,magnitude,url,place,date,intensity,significance,tsunami,latitude,longitude,depth_km
Labuan Lombok,Indonesia,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us1000gda5,"20 km NNW of Labuan Lombok, Indonesia",2018-08-19,6.622,1206,0,-8.319,116.6272,21.0
Levuka,Fiji,8.2,https://earthquake.usgs.gov/earthquakes/eventpage/us1000gcii,"267 km E of Levuka, Fiji",2018-08-19,4.033,1050,1,-18.1125,-178.153,600.0
Labuan Bajo,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us1000gbi4,"124 km N of Labuan Bajo, Indonesia",2018-08-17,3.17,743,0,-7.3718,119.8017,529.0
Adak,Alaska,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us1000ga0z,"108 km WSW of Adak, Alaska",2018-08-15,6.28,654,1,51.4234,-178.0262,33.93
Labuan Lombok,Indonesia,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us1000g3ub,"36 km NW of Labuan Lombok, Indonesia",2018-08-05,8.052,1704,0,-8.2581,116.4375,34.0
Leilani Estates,Hawaii,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/hv70116556,"18 km SSW of Leilani Estates, Hawaii",2018-05-04,8.336,1392,1,19.3181667,-154.9996667,5.81
Boyuibe,Bolivia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/us1000dce2,"38 km SE of Boyuibe, Bolivia",2018-04-02,2.91,733,0,-20.6588,-63.0058,559.0
Kimbe,Papua New Guinea,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us1000db40,"150 km E of Kimbe, Papua New Guinea",2018-03-29,6.298,741,1,-5.5321,151.4999,35.0
Kimbe,Papua New Guinea,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/us1000d937,"140 km E of Kimbe, Papua New Guinea",2018-03-26,6.103,696,1,-5.5024,151.4025,40.0
Kokopo,Papua New Guinea,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/us1000d1kv,"103 km E of Kokopo, Papua New Guinea",2018-03-08,6.376,716,1,-4.3762,153.1996,22.86
Tari,Papua New Guinea,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/us2000dcx1,"62 km SW of Tari, Papua New Guinea",2018-03-06,6.638,697,1,-6.3043,142.6116,20.49
Tari,Papua New Guinea,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/us2000d7q6,"32 km SW of Tari, Papua New Guinea",2018-02-25,8.288,943,1,-6.0699,142.7536,25.21
Pinotepa de Don Luis,Mexico,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/us2000d3km,"4 km S of Pinotepa de Don Luis, Mexico",2018-02-16,7.169,1384,1,16.3855,-97.9787,22.0
Africa,Africa,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us2000cqnn,southwest of Africa,2018-01-28,0.0,670,1,-53.0623,9.6842,10.0
Chiniak,Alaska,7.9,https://earthquake.usgs.gov/earthquakes/eventpage/us2000cmy3,"261 km SE of Chiniak, Alaska",2018-01-23,4.303,1870,1,56.0039,-149.1658,14.06
Atiquipa,Peru,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/us2000cjfy,"37 km W of Atiquipa, Peru",2018-01-14,6.946,1075,1,-15.7675,-74.7092,39.0
Barra Patuca,Honduras,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/us1000c2zy,"203 km NNE of Barra Patuca, Honduras",2018-01-10,5.425,1623,1,17.4825,-83.52,19.0
Kawalu,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c4v8,"12 km SSW of Kawalu, Indonesia",2017-12-15,6.645,994,0,-7.4921,108.1743,90.0
Bouvet Island ,Bouvet Island ,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us2000c3y6,Bouvet Island region,2017-12-13,4.71,651,1,-54.2189,2.1628,17.0
central Mid Atlantic Ridge,central Mid Atlantic Ridge,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us1000bj7t,central Mid-Atlantic Ridge,2017-11-30,0.0,650,1,-1.0802,-23.4323,10.0
Tadine,New Caledonia,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/us2000brlf,"85 km ENE of Tadine, New Caledonia",2017-11-19,5.926,771,1,-21.3246,168.6715,10.0
Tadine,New Caledonia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us2000brgk,"74 km E of Tadine, New Caledonia",2017-11-19,5.196,676,1,-21.5027,168.5984,13.0
Parrita,Costa Rica,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us2000bmhe,"18 km W of Parrita, Costa Rica",2017-11-13,7.521,1153,1,9.5147,-84.4865,19.36
alabja,Iraq,7.3,https://earthquake.usgs.gov/earthquakes/eventpage/us2000bmcg,"29 km S of ?alabja, Iraq",2017-11-12,8.663,2790,0,34.9109,45.9592,19.0
Angoram,Papua New Guinea,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us2000bk15,"67 km WSW of Angoram, Papua New Guinea",2017-11-07,5.294,661,1,-4.2433,143.4846,110.57
Hihifo,Tonga,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/us2000bibm,"97 km NE of Hihifo, Tonga",2017-11-04,5.07,727,1,-15.3197,-173.1682,10.0
Tadine,New Caledonia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us1000azjt,"101 km E of Tadine, New Caledonia",2017-11-01,5.01,674,1,-21.6484,168.8585,22.0
Tadine,New Caledonia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/us1000aytk,"132 km E of Tadine, New Caledonia",2017-10-31,4.42,691,1,-21.6971,169.1485,24.0
Maumere,Indonesia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/us1000aw8q,"181 km NNE of Maumere, Indonesia",2017-10-24,2.77,694,0,-7.2168,123.0735,553.81
Bouvet Island ,Bouvet Island ,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/us1000apql,Bouvet Island region,2017-10-10,0.0,691,1,-54.2632,8.6086,9.0
Attu Station,Alaska,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us2000b2vq,"247 km ESE of Attu Station, Alaska",2017-10-08,4.5,651,1,52.3909,176.7691,119.0
Matzaco,Mexico,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/us2000ar20,"1 km S of Matzaco, Mexico",2017-09-19,7.844,1686,0,18.5499,-98.4887,48.0
Chiapas,Mexico,8.2,https://earthquake.usgs.gov/earthquakes/eventpage/us2000ahv0,"near the coast of Chiapas, Mexico",2017-09-08,7.398,2910,1,15.0222,-93.8993,47.39
Ascension Island,Ascension Island,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us2000a98r,north of Ascension Island,2017-08-18,0.0,670,1,-1.112,-13.6605,35.0
Mawu,China,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us2000a5x1,"168 km SW of Mawu, China",2017-08-08,7.417,721,0,33.1926,103.8552,9.0
Kos,Greece,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us20009ynd,"11 km ENE of Kos, Greece",2017-07-20,6.728,1064,0,36.9293,27.4139,7.0
Komandorskiye Ostrova,Russia ,7.7,https://earthquake.usgs.gov/earthquakes/eventpage/us20009x42,"Komandorskiye Ostrova, Russia region",2017-07-17,6.97,914,1,54.4434,168.857,10.0
Auckland Islands,New Zealand ,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us100098qm,"Auckland Islands, New Zealand region",2017-07-11,3.99,704,1,-49.4837,164.0157,10.0
Lim oo,Philippines,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us1000976a,"2 km S of Lim-oo, Philippines",2017-07-06,7.606,740,1,11.1269,124.6286,9.0
Puerto San Jose,Guatemala,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/us20009p1a,"28 km SW of Puerto San José, Guatemala",2017-06-22,5.952,1034,1,13.7174,-90.9718,38.12
San Pablo,Guatemala,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us20009mbt,"2 km SSW of San Pablo, Guatemala",2017-06-14,6.468,1188,1,14.9091,-92.0092,93.0
Attu Station,Alaska,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/us20009jd6,"200 km NW of Attu Station, Alaska",2017-06-02,4.1,711,1,54.0312,170.9196,5.0
Poso,Indonesia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us10008w1z,"37 km WNW of Poso, Indonesia",2017-05-29,7.117,678,0,-1.2923,120.4313,12.0
South Sandwich Islands ,South Sandwich Islands ,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us10008rb6,South Sandwich Islands region,2017-05-10,3.92,650,1,-56.414,-25.7432,15.0
Port Olry,Vanuatu,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/us10008qsb,"59 km NNE of Port-Olry, Vanuatu",2017-05-09,5.046,713,1,-14.5884,167.3767,169.0
Burias,Philippines,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us10008ls4,"31 km SW of Burias, Philippines",2017-04-28,6.131,814,1,5.5043,125.0658,26.0
Valparaiso,Chile,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us10008kce,"40 km W of Valparaíso, Chile",2017-04-24,6.662,1642,1,-33.0375,-72.0617,28.0
Moijabana,Botswana,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us10008e3k,"132 km WSW of Moijabana, Botswana",2017-04-03,7.727,1297,0,-22.6784,25.1558,29.0
Ust  Kamchatsk Staryy,Russia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us20008vhl,"81 km NNE of Ust’-Kamchatsk Staryy, Russia",2017-03-29,6.664,671,1,56.9401,162.7861,17.0
the Fiji Islands,the Fiji Islands,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us20008m3t,south of the Fiji Islands,2017-02-24,3.02,733,1,-23.2593,-178.8036,414.5
Padilla,Bolivia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us20008l41,"41 km E of Padilla, Bolivia",2017-02-21,2.53,653,0,-19.2814,-63.9047,595.98
Mabua,Philippines,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us20008ixa,"11 km N of Mabua, Philippines",2017-02-10,7.456,725,1,9.9071,125.4516,15.0
Panguna,Papua New Guinea,7.9,https://earthquake.usgs.gov/earthquakes/eventpage/us10007uph,"35 km WNW of Panguna, Papua New Guinea",2017-01-22,7.253,987,1,-6.2464,155.1718,135.0
Kirakira,Solomon Islands,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us10007u7n,"65 km W of Kirakira, Solomon Islands",2017-01-19,6.179,654,1,-10.3506,161.3355,36.0
Tabiauan,Philippines,7.3,https://earthquake.usgs.gov/earthquakes/eventpage/us10007s9c,"189 km SSE of Tabiauan, Philippines",2017-01-10,3.33,849,1,4.4782,122.6171,627.17
Nadi,Fiji,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us10007pj6,"225 km SW of Nadi, Fiji",2017-01-03,4.07,742,1,-19.3733,176.0518,12.0
Quellon,Chile,7.6,https://earthquake.usgs.gov/earthquakes/eventpage/us10007mn3,"41 km SW of Quellón, Chile",2016-12-25,7.598,1152,1,-43.4064,-73.9413,38.0
Lospalos,Timor Leste,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/us10007lkw,"151 km NE of Lospalos, Timor Leste",2016-12-21,5.132,726,0,-7.5082,127.9206,152.0
Kokopo,Papua New Guinea,7.9,https://earthquake.usgs.gov/earthquakes/eventpage/us200081v8,"140 km E of Kokopo, Papua New Guinea",2016-12-17,7.476,972,1,-4.5049,153.5216,94.54
Kirakira,Solomon Islands,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us20007zlq,"92 km WSW of Kirakira, Solomon Islands",2016-12-09,5.703,737,1,-10.749,161.1316,19.73
Kirakira,Solomon Islands,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us20007zbn,"79 km WSW of Kirakira, Solomon Islands",2016-12-08,5.402,650,0,-10.8416,161.3137,12.26
Kirakira,Solomon Islands,7.8,https://earthquake.usgs.gov/earthquakes/eventpage/us20007z80,"69 km WSW of Kirakira, Solomon Islands",2016-12-08,7.622,961,1,-10.6812,161.3273,40.0
Ferndale,California,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us20007z6r,"164 km W of Ferndale, California",2016-12-08,3.97,1120,1,40.4535,-126.1936,8.45
Reuleuet,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us10007ghm,"14 km WNW of Reuleuet, Indonesia",2016-12-06,8.345,731,0,5.2834,96.1678,13.0
Murghob,Tajikistan,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us10007ca5,"122 km N of Murghob, Tajikistan",2016-11-25,6.755,693,0,39.2732,73.9776,17.0
Puerto El Triunfo,El Salvador,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us10007c4w,"156 km SSW of Puerto El Triunfo, El Salvador",2016-11-24,4.23,855,1,11.9097,-88.8968,10.0
Namie,Japan,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us10007b88,"35 km ESE of Namie, Japan",2016-11-21,6.298,1246,1,37.3931,141.387,9.0
Amberley,New Zealand,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us100077hw,"74 km NE of Amberley, New Zealand",2016-11-14,7.36,664,1,-42.6058,173.2543,9.0
Blenheim,New Zealand,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us10007795,"92 km SSW of Blenheim, New Zealand",2016-11-13,7.21,656,1,-42.3205,173.6694,10.0
Amberley,New Zealand,7.8,https://earthquake.usgs.gov/earthquakes/eventpage/us1000778i,"53 km NNE of Amberley, New Zealand",2016-11-13,8.539,1545,1,-42.7373,173.054,15.11
Preci,Italy,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us1000731j,"5 km ESE of Preci, Italy",2016-10-30,7.945,2839,0,42.8621,13.0961,8.0
Pamanukan,Indonesia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us20007f7j,"161 km NNE of Pamanukan, Indonesia",2016-10-19,2.56,677,0,-4.8626,108.1627,614.0
Kandrian,Papua New Guinea,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/us20007ept,"76 km WNW of Kandrian, Papua New Guinea",2016-10-17,6.245,716,1,-6.0033,148.8871,42.0
Fiji ,Fiji ,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us10006scr,Fiji region,2016-09-24,2.85,733,1,-19.7819,-178.2443,596.4
Gisborne,New Zealand,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/us10006jbi,"175 km NE of Gisborne, New Zealand",2016-09-01,6.11,897,1,-37.3586,179.1461,19.0
Rabaul,Papua New Guinea,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/us10006iy0,"90 km NE of Rabaul, Papua New Guinea",2016-08-31,3.11,713,1,-3.6849,152.7915,476.0
Ascension Island,Ascension Island,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/us20006uy6,north of Ascension Island,2016-08-29,0.0,779,1,-0.0456,-17.8255,10.0
Chauk,Myanmar,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/us10006gbf,"26 km W of Chauk, Myanmar",2016-08-24,6.429,981,0,20.9228,94.569,82.0
South Georgia Island ,South Georgia Island ,7.4,https://earthquake.usgs.gov/earthquakes/eventpage/us10006exl,South Georgia Island region,2016-08-19,0.0,843,0,-55.2852,-31.8766,10.0
the Loyalty Islands,the Loyalty Islands,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/us10006d5h,southeast of the Loyalty Islands,2016-08-12,5.1,799,1,-22.4765,173.1167,16.37
Pagan ,Northern Mariana Islands,7.7,https://earthquake.usgs.gov/earthquakes/eventpage/us100068jg,"Pagan region, Northern Mariana Islands",2016-07-29,6.33,971,1,18.5429,145.5073,196.0
Sungai Penuh,Indonesia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us20005zt1,"80 km W of Sungai Penuh, Indonesia",2016-06-01,5.722,671,0,-2.0967,100.6654,50.0
South Sandwich Islands ,South Sandwich Islands ,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/us20005ysu,South Sandwich Islands region,2016-05-28,6.01,798,1,-56.2409,-26.9353,78.0
Fiji ,Fiji ,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us20005yqp,Fiji region,2016-05-28,3.29,733,1,-21.9724,-178.2038,405.69
Rosa Zarate,Ecuador,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us10005i9n,"24 km NW of Rosa Zarate, Ecuador",2016-05-18,6.922,780,1,0.4947,-79.616,29.95
Muisne,Ecuador,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/us10005i5t,"32 km SE of Muisne, Ecuador",2016-05-18,6.938,744,1,0.4261,-79.7899,16.0
northern East Pacific Rise,northern East Pacific Rise,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us10005cc4,northern East Pacific Rise,2016-04-29,0.0,670,1,10.2752,-103.7363,10.0
Norsup,Vanuatu,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/us10005c88,"3 km NW of Norsup, Vanuatu",2016-04-28,6.561,755,1,-16.0429,167.3786,24.0
Muisne,Ecuador,7.8,https://earthquake.usgs.gov/earthquakes/eventpage/us20005j32,"27 km SSE of Muisne, Ecuador",2016-04-16,8.51,1163,1,0.3819,-79.9218,20.59
Kumamoto,Japan,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/us20005iis,"6 km ESE of Kumamoto, Japan",2016-04-15,8.717,2068,1,32.7906,130.7543,10.0
Mawlaik,Myanmar,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us20005hqz,"76 km SE of Mawlaik, Myanmar",2016-04-13,5.748,903,0,23.0944,94.8654,136.0
Ashk sham,Afghanistan,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us20005gsg,"42 km WSW of Ashk?sham, Afghanistan",2016-04-10,4.363,738,0,36.4725,71.1311,212.0
Sola,Vanuatu,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/us20005fzn,"104 km W of Sola, Vanuatu",2016-04-07,5.3,692,1,-13.9805,166.5943,27.59
Sola,Vanuatu,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/us20005fsi,"102 km WSW of Sola, Vanuatu",2016-04-06,5.6,691,1,-14.0683,166.6245,24.0
Port Olry,Vanuatu,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us20005e8t,"82 km NNW of Port-Olry, Vanuatu",2016-04-03,6.1,734,1,-14.3235,166.8551,26.0
Sumatra,Indonesia,7.8,https://earthquake.usgs.gov/earthquakes/eventpage/us10004u1y,"southwest of Sumatra, Indonesia",2016-03-02,3.07,947,0,-4.9521,94.3299,24.0
Mil kovo,Russia,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/us20004vvx,"80 km S of Mil’kovo, Russia",2016-01-30,6.719,799,1,53.9776,158.5463,177.0
Pedro Bay,Alaska,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/ak01613v15nv,"47 km ESE of Pedro Bay, Alaska",2016-01-24,7.461,1496,1,59.6204,-153.3392,125.6
La Cruz de Loreto,Mexico,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us10004g4l,"203 km SW of La Cruz de Loreto, Mexico",2016-01-21,3.92,673,1,18.8239,-106.9337,10.0
Shizunai furukawach ,Japan,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/us10004ebx,"52 km SE of Shizunai-furukawach?, Japan",2016-01-14,6.108,720,1,41.9723,142.781,46.0
Sarangani,Philippines,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us10004dj5,"227 km SE of Sarangani, Philippines",2016-01-11,6.398,651,1,3.8965,126.8621,13.0
Imph l,India,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/us10004b2n,"29 km W of Imph?l, India",2016-01-03,6.926,1515,0,24.8036,93.6505,55.0
Manuel Avila Camacho  Ponte Duro ,Mexico,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us100047zq,"4 km W of Manuel Ávila Camacho (Ponte Duro), Mexico",2015-12-17,6.233,765,1,15.8015,-93.633,85.0
Amahai,Indonesia,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us20004ft7,"107 km SE of Amahai, Indonesia",2015-12-09,4.979,739,0,-4.1064,129.5079,21.0
Murghob,Tajikistan,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/us100044k6,"104 km W of Murghob, Tajikistan",2015-12-07,7.424,831,0,38.2107,72.7797,22.0
southeast Indian Ridge,southeast Indian Ridge,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/us100043z2,southeast Indian Ridge,2015-12-04,0.0,776,0,-47.6165,85.0913,35.0
Tarauaca,Brazil,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/us100041f1,"125 km SSW of Tarauacá, Brazil",2015-11-26,3.0,691,0,-9.1825,-71.2574,602.75
Inapari,Peru,7.6,https://earthquake.usgs.gov/earthquakes/eventpage/us100040x6,"185 km WNW of Iñapari, Peru",2015-11-24,3.538,896,0,-10.0598,-71.0184,620.56
Inapari,Peru,7.6,https://earthquake.usgs.gov/earthquakes/eventpage/us100040ww,"155 km WNW of Iñapari, Peru",2015-11-24,4.509,957,1,-10.5372,-70.9437,606.21
Buala,Solomon Islands,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/us10003zcp,"153 km WSW of Buala, Solomon Islands",2015-11-18,6.395,715,1,-8.8994,158.4217,12.59
Lefkada,Greece,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us10003ywp,"19 km SSW of Lefkáda, Greece",2015-11-17,7.348,1018,0,38.67,20.6,11.0
Makurazaki,Japan,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/us10003y71,"140 km WSW of Makurazaki, Japan",2015-11-13,4.0,701,0,31.0009,128.8729,12.0
Coquimbo,Chile,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us10003x9g,"85 km NW of Coquimbo, Chile",2015-11-11,5.529,744,0,-29.5097,-72.0585,10.0
Coquimbo,Chile,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/us10003x8t,"81 km NW of Coquimbo, Chile",2015-11-11,5.681,761,1,-29.5067,-72.0068,12.0
Atka,Alaska,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us10003vyx,"99 km SE of Atka, Alaska",2015-11-09,0.0,650,1,51.6394,-173.0746,15.0
Nicobar Islands,India ,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us10003vry,"Nicobar Islands, India region",2015-11-08,4.0,673,0,6.8431,94.648,10.0
Ovalle,Chile,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/us10003vgt,"39 km SW of Ovalle, Chile",2015-11-07,7.196,865,1,-30.8796,-71.4519,46.0
Maubara,Timor Leste,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us200041ty,"47 km NW of Maubara, Timor Leste",2015-11-04,6.56,658,0,-8.3381,124.8754,20.0
Hindu Kush ,Afghanistan,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/us10003re5,"Hindu Kush region, Afghanistan",2015-10-26,6.939,1589,0,36.5244,70.3676,231.0
Port Olry,Vanuatu,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/us10003q0q,"31 km NE of Port-Olry, Vanuatu",2015-10-20,6.407,780,1,-14.8595,167.3028,135.0
Sorong,Indonesia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us20003nqr,"28 km N of Sorong, Indonesia",2015-09-24,6.554,671,0,-0.6212,131.2622,18.0
Illapel,Chile,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/us20003mi0,"22 km WSW of Illapel, Chile",2015-09-21,6.594,820,1,-31.7275,-71.3792,35.0
Illapel,Chile,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/us20003kfv,"61 km WNW of Illapel, Chile",2015-09-17,6.53,718,0,-31.5173,-71.804,23.0
Illapel,Chile,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us20003kfj,"54 km WNW of Illapel, Chile",2015-09-17,6.568,657,0,-31.4244,-71.6876,27.0
Illapel,Chile,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/us20003k7w,"25 km WNW of Illapel, Chile",2015-09-16,6.998,799,0,-31.5622,-71.4262,28.41
Illapel,Chile,8.3,https://earthquake.usgs.gov/earthquakes/eventpage/us20003k7a,"48 km W of Illapel, Chile",2015-09-16,8.189,1960,1,-31.5729,-71.6744,22.44
Topolobampo,Mexico,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/us20003j4u,"95 km SW of Topolobampo, Mexico",2015-09-13,5.407,740,1,24.913,-109.6226,10.0
Gizo,Solomon Islands,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/us100031me,"177 km SE of Gizo, Solomon Islands",2015-08-12,5.097,650,1,-9.3293,157.8772,6.43
